dataset,split,serve_type,outcome,predictor,n,coefficient,p_value,correlation
us_women,random,first,win,first_serve_points_won,92,0.0590606941524488,0.0357469554152443,0.105157670988351
us_women,random,first,win,fixed_effects_only,92,0.0591703497906481,0.0186731959549257,0.143629576979565
us_women,random,first,win,random_effects_only,92,0.0361716667211089,0.164764077856823,0.057729903333766
us_women,random,first,win,sqs,92,0.045838681959183,0.070889214741856,0.098954160826879
us_women,random,first,win,unreturned_rate,92,-0.0138064996671593,0.641580782087213,-0.060138168161165
us_women,random,first,win,welo,92,0.0358199730833476,0.15388402836198,0.0318160351506268
us_women,random,second,eff,ace_rate,63,0.0637721561364437,0.0808030990776355,0.0647348026223326
us_women,random,second,eff,first_serve_in_pct,63,-0.0632572013653605,0.135621602732053,-0.0944464916059908
us_women,random,second,eff,first_serve_points_won,63,-0.0983020907328856,0.0245632336612895,-0.149100540750432
us_women,random,second,eff,fixed_effects_only,63,0.0706637108165369,0.0578950865275137,0.177587264577591
us_women,random,second,eff,random_effects_only,63,0.0787625904674836,0.0554432084552073,0.129701058389438
us_women,random,second,eff,sqs,63,0.0924736313497424,0.0205528039092349,0.180718967491609
us_women,random,second,eff,unreturned_rate,63,0.104500947089432,0.0178386694948547,0.251111155521037
us_women,random,second,eff,welo,63,-0.120624722641014,0.00499126230242579,-0.278792966273931
us_women,random,second,win,ace_rate,63,0.0136008514673566,0.689742084665939,0.0260258987171567
us_women,random,second,win,first_serve_in_pct,63,0.0548284215930742,0.156703906383179,0.253508480258316
us_women,random,second,win,first_serve_points_won,63,-0.0555378527761004,0.166915091681416,-0.182184908404653
us_women,random,second,win,fixed_effects_only,63,0.0178653501875768,0.599489768741349,0.0150010197821839
us_women,random,second,win,random_effects_only,63,-0.0151434343720544,0.687188771419613,-0.127222448407684
us_women,random,second,win,sqs,63,-0.00362011216067969,0.921096294450934,-0.096272731293958
us_women,random,second,win,unreturned_rate,63,-0.0292321837225117,0.474852952040664,-0.114192337705066
us_women,random,second,win,welo,63,-0.0216726322286035,0.573659853408953,-0.0674779440523114
wimb_men,random,first,eff,ace_rate,62,0.2116221839433,2.0984848614194e-17,0.662160568194768
wimb_men,random,first,eff,first_serve_in_pct,62,0.0796475014588185,0.00134716832878401,0.17244494752658
wimb_men,random,first,eff,first_serve_points_won,62,0.13967963078239,7.55625757952784e-8,0.394312773314902
wimb_men,random,first,eff,fixed_effects_only,62,0.215567722602704,3.19530346009465e-20,0.634514929897713
wimb_men,random,first,eff,random_effects_only,62,0.24004032135987,3.6712007208924596e-20,0.639189641737589
wimb_men,random,first,eff,sqs,62,0.240257435830372,4.58261875640812e-22,0.66660372431816906
wimb_men,random,first,eff,unreturned_rate,62,0.229216804823613,1.09604905364739e-19,0.64231596049604
wimb_men,random,first,eff,welo,62,0.0146339233778742,0.562982391547072,0.14784233192606
wimb_men,random,first,win,ace_rate,62,0.0833714980256265,0.00106035145553755,0.360413480274791
wimb_men,random,first,win,first_serve_in_pct,62,0.0559677908725944,0.0280563446592119,0.14694297191331
wimb_men,random,first,win,first_serve_points_won,62,0.0739446869786408,0.00479892632646924,0.239425037312243
wimb_men,random,first,win,fixed_effects_only,62,0.0955134799095035,5.96478588205351e-5,0.299515470781471
wimb_men,random,first,win,random_effects_only,62,0.104203681352661,6.93445772861438e-5,0.308001820303365
wimb_men,random,first,win,sqs,62,0.108833124713703,1.53283871062532e-5,0.325107956683326
wimb_men,random,first,win,unreturned_rate,62,0.0899957455665651,4.4686988585591e-4,0.292031968092682
wimb_men,random,first,win,welo,62,0.0295494017418375,0.25572873420482,0.135716101516192
wimb_men,random,second,eff,ace_rate,60,0.0438088337057661,0.254457763012686,0.157931560677293
wimb_men,random,second,eff,first_serve_in_pct,60,0.129322174701799,9.5447727287725e-4,0.199767589776655
wimb_men,random,second,eff,first_serve_points_won,60,0.155864612727069,1.0906232591177e-4,0.284703449217546
wimb_men,random,second,eff,fixed_effects_only,60,0.0976541679052939,0.00961274068813341,0.172700474425352
wimb_men,random,second,eff,random_effects_only,60,0.1199889869475,4.283969257701e-4,0.257205091981228
wimb_men,random,second,eff,sqs,60,0.126511853538478,7.1613136170338e-4,0.23188634785763
wimb_men,random,second,eff,unreturned_rate,60,0.0460296420586061,0.240385728622379,0.0439667238348619
wimb_men,random,second,eff,welo,60,0.0165961244618407,0.663349070617397,0.08982116637336
wimb_men,random,second,win,ace_rate,60,-0.0726584727671035,0.0423714865777428,-0.226733424127889
wimb_men,random,second,win,first_serve_in_pct,60,0.0391155358094801,0.272192144340166,0.0431987964966509
wimb_men,random,second,win,first_serve_points_won,60,0.0114396296531363,0.746585166714384,0.049740331035823
wimb_men,random,second,win,fixed_effects_only,60,-0.0634357268807079,0.06660227636687,-0.2618745727666
wimb_men,random,second,win,random_effects_only,60,-0.0473511835921876,0.129971037173289,-0.17388084616268
wimb_men,random,second,win,sqs,60,-0.0638050132730908,0.0635499123096235,-0.250584587611669
wimb_men,random,second,win,unreturned_rate,60,-0.0445741714299244,0.217418733952091,-0.138265086155118
wimb_men,random,second,win,welo,60,0.0137703417084834,0.691942181231003,0.0556948929843277
wimb_women,random,first,eff,ace_rate,65,0.292104293099008,1.35890200711216e-20,0.462859198272296
wimb_women,random,first,eff,first_serve_in_pct,65,-0.110390394105808,7.4012560911375e-4,-0.236533373300677
wimb_women,random,first,eff,first_serve_points_won,65,0.17829221380801,1.10494546707914e-7,0.373000023448271
wimb_women,random,first,eff,fixed_effects_only,65,0.295834439197587,1.05566451307704e-20,0.501997112094353
wimb_women,random,first,eff,random_effects_only,65,0.259398147285861,1.5282029929341498e-19,0.548776710763783
wimb_women,random,first,eff,sqs,65,0.300830781888889,1.0654571850689699e-22,0.563481164663396
wimb_women,random,first,eff,unreturned_rate,65,0.236691483834979,1.31088231425729e-14,0.445591759704383
wimb_women,random,first,eff,welo,65,-0.0204302129697805,0.510945279324539,-0.102128517798531
wimb_women,random,first,win,ace_rate,65,0.139919447594314,7.38095969694003e-6,0.362651218199357
wimb_women,random,first,win,first_serve_in_pct,65,-0.0906426453377083,0.0047900150209248,-0.293709041625928
wimb_women,random,first,win,first_serve_points_won,65,0.107252823707853,8.634501572791e-4,0.3285934791621
wimb_women,random,first,win,fixed_effects_only,65,0.128336415634524,3.18521115088888e-5,0.402596473880803
wimb_women,random,first,win,random_effects_only,65,0.127007547258966,9.10271952229563e-6,0.449343496913
wimb_women,random,first,win,sqs,65,0.133669165566012,8.1267637262534e-6,0.447072916211622
wimb_women,random,first,win,unreturned_rate,65,0.117038564913256,1.0399824077429e-4,0.299763683433293
wimb_women,random,first,win,welo,65,-0.0150705292935068,0.62538733367601,-0.122619462043247
wimb_women,random,second,eff,ace_rate,45,0.0593383247210288,0.210560091722964,0.221555209804675
wimb_women,random,second,eff,first_serve_in_pct,45,-0.0153108726347674,0.736774170351492,-0.0482716431382826
wimb_women,random,second,eff,first_serve_points_won,45,0.142697432829794,0.00432545189796809,0.35232797300691
wimb_women,random,second,eff,fixed_effects_only,45,0.129342766817963,0.00612717902684986,0.330642237154485
wimb_women,random,second,eff,random_effects_only,45,0.0975902098047399,0.0441217397921759,0.177464920200531
wimb_women,random,second,eff,sqs,45,0.129342767375788,0.00612717879025744,0.330642238720037
wimb_women,random,second,eff,unreturned_rate,45,0.00682953418450232,0.88743799180482,-0.0475830389268578
wimb_women,random,second,eff,welo,45,0.032862983773941,0.531348031827216,0.120950707948153
wimb_women,random,second,win,ace_rate,45,0.0144016059908498,0.7404159185567,0.150546295091228
wimb_women,random,second,win,first_serve_in_pct,45,-0.00583724385542194,0.886307478945167,0.0379193390981172
wimb_women,random,second,win,first_serve_points_won,45,0.0369663697711236,0.389085547973446,0.157719202650586
wimb_women,random,second,win,fixed_effects_only,45,0.0479967391747394,0.254034113461443,0.215234905916496
wimb_women,random,second,win,random_effects_only,45,-0.00187920343558429,0.965827144655699,-1.2484579526726e-4
wimb_women,random,second,win,sqs,45,0.0479967385606473,0.254034119398364,0.215234904194139
wimb_women,random,second,win,unreturned_rate,45,-0.0125077972239231,0.772265014517158,-0.115903310021569
wimb_women,random,second,win,welo,45,0.0999134916164896,0.0343168106142914,0.287460112869845
us_men,temporal,first,eff,ace_rate,80,0.103355632263585,1.92452216446672e-7,0.373772491445416
us_men,temporal,first,eff,first_serve_in_pct,80,-0.0598869537161938,0.0011615187254813,-0.10010170016933399
us_men,temporal,first,eff,first_serve_points_won,80,0.0694811116654698,0.00197370708640772,0.293669137066979
us_men,temporal,first,eff,fixed_effects_only,80,0.103411802239319,1.77842766188368e-7,0.319686008163367
us_men,temporal,first,eff,random_effects_only,80,0.0487877351126037,0.0110149620741509,0.246970532800235
us_men,temporal,first,eff,sqs,80,0.0884403205686172,1.09567327588907e-5,0.296824794162908
us_men,temporal,first,eff,unreturned_rate,80,0.0335770006670427,0.0800715296532437,0.109374660120043
us_men,temporal,first,eff,welo,80,0.0523420715022393,2.6080793910362e-4,0.246884686381456
us_men,temporal,first,win,ace_rate,80,0.0742173148826517,2.5870641643812e-4,0.28256244333721
us_men,temporal,first,win,first_serve_in_pct,80,-0.0306983766122202,0.101878968958176,-0.0192824639454017
us_men,temporal,first,win,first_serve_points_won,80,0.10419647605179,4.8662206202596e-6,0.369044725824336
us_men,temporal,first,win,fixed_effects_only,80,0.0916521571639641,5.43749591276366e-6,0.329227184096849
us_men,temporal,first,win,random_effects_only,80,0.0063744660918752,0.744516565879027,0.164658440952812
us_men,temporal,first,win,sqs,80,0.0518864850710342,0.0113211357683155,0.263052956022452
us_men,temporal,first,win,unreturned_rate,80,-0.0152645351234409,0.43518427291896,0.00725569721968636
us_men,temporal,first,win,welo,80,0.101950181333534,5.11974394097845e-12,0.534321115704618
us_men,temporal,second,eff,ace_rate,78,-0.0225726256337109,0.448938657956363,-0.00655398814117703
us_men,temporal,second,eff,first_serve_in_pct,78,-0.0427437400288427,0.112158722770487,-0.225538490399334
us_men,temporal,second,eff,first_serve_points_won,78,0.0101532598570252,0.75511864806158,0.0864837370705686
us_men,temporal,second,eff,fixed_effects_only,78,-0.0220674136949691,0.439953365120222,-0.137322567336171
us_men,temporal,second,eff,random_effects_only,78,-0.00430795446991087,0.867178586685789,-0.13296947141974
us_men,temporal,second,eff,sqs,78,-0.0074211367856897,0.782848811615762,-0.157623667296993
us_men,temporal,second,eff,unreturned_rate,78,0.0294496998508257,0.259682049601254,-0.0124969902803176
us_men,temporal,second,eff,welo,78,-0.0157493521305218,0.442325687285459,-0.073181508023705
us_men,temporal,second,win,ace_rate,78,-0.0419800720569008,0.103561809832491,-0.16019946887846
us_men,temporal,second,win,first_serve_in_pct,78,-0.0487231152387669,0.0374068010181624,-0.230031404083055
us_men,temporal,second,win,first_serve_points_won,78,0.0555695178789635,0.0503909296579016,0.202430137017056
us_men,temporal,second,win,fixed_effects_only,78,-0.0449215369148812,0.0706917808321657,-0.254978069148227
us_men,temporal,second,win,random_effects_only,78,-0.0870791204489042,1.0995482612639e-4,-0.327002898741608
us_men,temporal,second,win,sqs,78,-0.0945038539507609,5.92612093577373e-5,-0.358009868239367
us_men,temporal,second,win,unreturned_rate,78,-0.0408300167332788,0.0765455290347531,-0.134164618915514
us_men,temporal,second,win,welo,78,0.0948214740619133,1.15393387917772e-7,0.383634482997292
us_women,temporal,first,eff,ace_rate,85,0.193352167239101,1.92108265545529e-18,0.448624342150495
us_women,temporal,first,eff,first_serve_in_pct,85,-0.155228192916696,1.8310478206782299e-13,-0.378652085034672
us_women,temporal,first,eff,first_serve_points_won,85,0.134484323606931,3.86261650065066e-10,0.350952335584589
us_women,temporal,first,eff,fixed_effects_only,85,0.226582243940295,1.1492267732943199e-22,0.588617019496729
us_women,temporal,first,eff,random_effects_only,85,0.168922081253488,2.03576710301448e-14,0.395477623616839
us_women,temporal,first,eff,sqs,85,0.223999226090539,6.329711544518999e-22,0.578324380242007
us_women,temporal,first,eff,unreturned_rate,85,0.0687998365220741,0.0046614286314973,0.124965593330191
us_women,temporal,first,eff,welo,85,0.150213465207595,1.88755087580292e-19,0.459261490446698
us_women,temporal,first,win,ace_rate,85,0.0995850775952651,6.18881443254743e-6,0.259721436427669
us_women,temporal,first,win,first_serve_in_pct,85,-0.0722136023716221,4.4628974108049e-4,-0.242956713971479
us_women,temporal,first,win,first_serve_points_won,85,0.111032873747367,1.30632920116473e-7,0.348761377594082
us_women,temporal,first,win,fixed_effects_only,85,0.134075235663332,1.3974443533073601e-9,0.396754119410366
us_women,temporal,first,win,random_effects_only,85,0.100937653907317,2.73392270196628e-6,0.239298357716851
us_women,temporal,first,win,sqs,85,0.132606071641004,2.7066462772729104e-9,0.387061524432433
us_women,temporal,first,win,unreturned_rate,85,0.00577414662911685,0.811499548383769,-0.070707447612525
us_women,temporal,first,win,welo,85,0.13988205490785,5.96149718010707e-17,0.52758531337679
us_women,temporal,second,eff,ace_rate,66,-0.0269937458606713,0.355267816115477,-0.0704895990603199
us_women,temporal,second,eff,first_serve_in_pct,66,-0.053415919432735,0.103892902541611,-0.113565314501302
us_women,temporal,second,eff,first_serve_points_won,66,-0.00805212738137461,0.803051491501576,-0.0335880951559703
us_women,temporal,second,eff,fixed_effects_only,66,0.07229766952519,0.0179955224879735,0.0929059517393352
us_women,temporal,second,eff,random_effects_only,66,0.0375190998162982,0.217434083974257,0.0983800718282934
us_women,temporal,second,eff,sqs,66,0.0548016687709952,0.0762312270056311,0.113910493740995
us_women,temporal,second,eff,unreturned_rate,66,-0.00477360128476897,0.876931329074259,-0.0294782162251745
us_women,temporal,second,eff,welo,66,0.0418436929998703,0.115372371561194,0.144762062967269
us_women,temporal,second,win,ace_rate,66,-0.0343328303942989,0.181429354482686,-0.0890778982796683
us_women,temporal,second,win,first_serve_in_pct,66,0.0117878110184227,0.686084294802157,0.0246414947964531
us_women,temporal,second,win,first_serve_points_won,66,0.0308948836749769,0.282027687176967,0.0508919648267741
us_women,temporal,second,win,fixed_effects_only,66,0.0681583411305055,0.0128612484604183,0.142571744791722
us_women,temporal,second,win,random_effects_only,66,-0.0247704045684001,0.358552505915047,-0.0474210859691452
us_women,temporal,second,win,sqs,66,-0.00442065609557156,0.872427404572699,1.500610438738e-4
us_women,temporal,second,win,unreturned_rate,66,-0.0461215688617647,0.0923843845862046,-0.194642978192976
us_women,temporal,second,win,welo,66,0.0912236447520685,1.3014011673473e-4,0.364678298125178
wimb_men,temporal,first,eff,ace_rate,49,0.135570940382824,8.59395254095226e-10,0.541696529785678
wimb_men,temporal,first,eff,first_serve_in_pct,49,-0.0275581214395939,0.184560842538231,-0.187749458404563
wimb_men,temporal,first,eff,first_serve_points_won,49,0.107820816225487,2.1506538430795e-6,0.419593623163829
wimb_men,temporal,first,eff,fixed_effects_only,49,0.1790209921623,2.4331038835428903e-14,0.620526638132807
wimb_men,temporal,first,eff,random_effects_only,49,0.170843045421113,4.51750656802222e-15,0.680610889913652
wimb_men,temporal,first,eff,sqs,49,0.184335965785108,5.259463766763841e-15,0.648744140810429
wimb_men,temporal,first,eff,unreturned_rate,49,0.198010991235031,5.94389623384324e-16,0.652540114486861
wimb_men,temporal,first,eff,welo,49,0.0145844020224793,0.512449017322496,0.00957524465491954
wimb_men,temporal,first,win,ace_rate,49,0.0662050472059369,0.00357098005528975,0.423506949402195
wimb_men,temporal,first,win,first_serve_in_pct,49,-0.0152627318637484,0.47436044826155,-0.245445897974712
wimb_men,temporal,first,win,first_serve_points_won,49,0.106943341181028,3.80071058687038e-6,0.489288985790454
wimb_men,temporal,first,win,fixed_effects_only,49,0.113134658834632,2.13584739319152e-6,0.520083173446662
wimb_men,temporal,first,win,random_effects_only,49,0.113710425464803,2.84186414486592e-7,0.58120317482406
wimb_men,temporal,first,win,sqs,49,0.119577589584066,5.6136172744258e-7,0.548402407559434
wimb_men,temporal,first,win,unreturned_rate,49,0.118320933153964,1.98578276095372e-6,0.553292379050451
wimb_men,temporal,first,win,welo,49,0.0627178278948459,0.00606622491738164,0.228951732709266
wimb_men,temporal,second,eff,ace_rate,47,0.171934091665368,2.41309059051863e-5,0.649827710063947
wimb_men,temporal,second,eff,first_serve_in_pct,47,0.0167540752681161,0.574217744857461,-0.0907884184110081
wimb_men,temporal,second,eff,first_serve_points_won,47,0.0285724097847147,0.419839884542956,0.240451065525415
wimb_men,temporal,second,eff,fixed_effects_only,47,0.0971064579612377,0.0131801271452388,0.509302551391883
wimb_men,temporal,second,eff,random_effects_only,47,0.0766132998168757,0.0209109651010643,0.346473966224904
wimb_men,temporal,second,eff,sqs,47,0.112361012782363,0.00495172578233844,0.535236355130346
wimb_men,temporal,second,eff,unreturned_rate,47,0.0607764082542563,0.0963255959015391,0.346829193569343
wimb_men,temporal,second,eff,welo,47,0.023050112642073,0.485156877579287,0.0236270979145915
wimb_men,temporal,second,win,ace_rate,47,-0.00447477756702956,0.909568901775659,0.177177274300719
wimb_men,temporal,second,win,first_serve_in_pct,47,0.0379995974429394,0.159616577423105,0.0361947695633575
wimb_men,temporal,second,win,first_serve_points_won,47,0.00996557813232928,0.755084981325943,0.126714932504282
wimb_men,temporal,second,win,fixed_effects_only,47,-0.00250734142833006,0.944209562433282,0.175232136144891
wimb_men,temporal,second,win,random_effects_only,47,0.0390591813732976,0.193690628063763,0.340899775515782
wimb_men,temporal,second,win,sqs,47,0.020024093107983,0.586178139299414,0.256733149575091
wimb_men,temporal,second,win,unreturned_rate,47,-0.0214962845010468,0.518594571075345,0.218548638731246
wimb_men,temporal,second,win,welo,47,0.0707368413897449,0.0180061878749599,0.170025047186912
wimb_women,temporal,first,eff,ace_rate,63,0.203658082357152,1.5609614768445001e-15,0.537912537828771
wimb_women,temporal,first,eff,first_serve_in_pct,63,-0.140434187345545,3.7668445611146e-7,-0.341321266001229
wimb_women,temporal,first,eff,first_serve_points_won,63,0.169836519847404,1.12591962752999e-9,0.332061990353812
wimb_women,temporal,first,eff,fixed_effects_only,63,0.133386923815371,5.1020869331393e-7,0.327234887213432
wimb_women,temporal,first,eff,random_effects_only,63,0.186486413845154,9.17095904014905e-18,0.544173487489872
wimb_women,temporal,first,eff,sqs,63,0.151128209991835,7.63039465419169e-9,0.365048369673499
wimb_women,temporal,first,eff,unreturned_rate,63,0.118848483419395,4.84304224206252e-7,0.425895880465522
wimb_women,temporal,first,eff,welo,63,0.0630099781985354,0.00902065759342461,0.0872036022263064
wimb_women,temporal,first,win,ace_rate,63,0.142761788081857,3.34564544936048e-8,0.528160177161351
wimb_women,temporal,first,win,first_serve_in_pct,63,-0.0802368029013816,0.00366813437930606,-0.247428701759026
wimb_women,temporal,first,win,first_serve_points_won,63,0.0965856363729719,5.120985300854e-4,0.365440946465897
wimb_women,temporal,first,win,fixed_effects_only,63,0.0743441624936008,0.0050756881077352,0.176355796093713
wimb_women,temporal,first,win,random_effects_only,63,0.105132157579299,1.39821720036292e-6,0.450340858489256
wimb_women,temporal,first,win,sqs,63,0.0847193828986146,0.00116759200743261,0.217687769768457
wimb_women,temporal,first,win,unreturned_rate,63,0.0833414161113693,4.2973851318247e-4,0.412851229425176
wimb_women,temporal,first,win,welo,63,0.0751464127229957,0.00189419025217796,0.193716213309507
wimb_women,temporal,second,eff,ace_rate,45,0.0772581323455146,0.0356337203956484,0.108467122182027
wimb_women,temporal,second,eff,first_serve_in_pct,45,-0.0438961921668404,0.323931686849473,-0.124479704190524
wimb_women,temporal,second,eff,first_serve_points_won,45,0.0206646203464552,0.602712897683439,0.112405116671915
wimb_women,temporal,second,eff,fixed_effects_only,45,0.0870584614292541,0.0272123338262765,0.347247885478293
wimb_women,temporal,second,eff,random_effects_only,45,0.101611996684453,0.0069753390755548,0.330846501309249
wimb_women,temporal,second,eff,sqs,45,0.0870584635234815,0.0272123306608287,0.347247888687238
wimb_women,temporal,second,eff,unreturned_rate,45,0.00865898406500654,0.8143237222026,0.165174667367657
wimb_women,temporal,second,eff,welo,45,0.0584076870762628,0.160476073265244,0.311608226891412
wimb_women,temporal,second,win,ace_rate,45,0.0387924984062501,0.254250038440415,0.135893185314744
wimb_women,temporal,second,win,first_serve_in_pct,45,0.0248467503411953,0.540534993759881,0.196524159245088
wimb_women,temporal,second,win,first_serve_points_won,45,-0.0332175562041731,0.357039399931344,-0.0925587505327664
wimb_women,temporal,second,win,fixed_effects_only,45,-0.0168664068503049,0.635181047865437,0.0887330034445648
wimb_women,temporal,second,win,random_effects_only,45,0.0595336172135023,0.0805539294921368,0.351146265754232
wimb_women,temporal,second,win,sqs,45,-0.0168664052649301,0.635181080747488,0.088733011073971
wimb_women,temporal,second,win,unreturned_rate,45,0.0332882524160095,0.322413272319477,0.258436599470658
wimb_women,temporal,second,win,welo,45,0.106612976161229,0.0047327842977101,0.524691968066547
