"","ServerName","SQS_logodds_1st","MeasuredSkill_1st","UnmeasuredCraft_1st","n_serves_1","SQS_logodds_2nd","MeasuredSkill_2nd","UnmeasuredCraft_2nd","n_serves_2","w1","w2","SQS_logodds_combined","SQS_prob_combined"
"100","Katerina Siniakova",-0.530031585888202,-0.526109115726518,-0.00392247016168342,168,-0.948101229906673,-0.913600696492637,-0.0345005334140362,91,168,91,-0.67692092027307,0.336948867390814
"101","Jasmine Paolini",-0.54614179110414,-0.58335993457645,0.0372181434723096,389,-1.00849487021864,-1.01034039647793,0.0018455262592892,160,389,160,-0.680889500864286,0.336062804142418
"102","Sloane Stephens",-0.504276144802316,-0.532203190263638,0.0279270454613222,245,-1.0279210114982,-0.981517365443524,-0.0464036460546744,125,245,125,-0.681183194361736,0.335997277054929
"103","Qiang Wang",-0.431269351524954,-0.444586920622806,0.0133175690978515,135,-1.08808499863162,-1.06530295704652,-0.0227820415850964,83,135,83,-0.681341363955473,0.335961989842587
"104","Monica Niculescu",-0.683032602164004,-0.676270613133337,-0.00676198903066665,40,NA,NA,NA,NA,40,0,-0.683032602164004,0.335584793655428
"105","Alison Riske",-0.63881715872548,-0.493436443697662,-0.145380715027818,200,-0.79649846441826,-0.818600083809876,0.0221016193916159,81,200,81,-0.684269777092438,0.335308999815969
"106","Caroline Dolehide",-0.570463421987722,-0.430698278924325,-0.139765143063398,63,-1.00706708756315,-1.02150004373777,0.0144329561746193,23,63,23,-0.687229518595105,0.334649663750579
"107","Tatjana Maria",-0.453231604656563,-0.349173495701623,-0.10405810895494,323,-1.012361876529,-0.993872209211539,-0.0184896673174622,234,323,234,-0.68812654831572,0.33444996140521
"108","Anna Blinkova",-0.534245632550726,-0.487059808964569,-0.0471858235861569,54,-0.913754072652229,-0.924772012661883,0.0110179400096543,37,54,37,-0.688551262042546,0.334355429672238
"109","Brenda Fruhvirtova",-0.389026156881571,-0.370215051434793,-0.0188111054467777,45,-1.1559960296939,-1.17020915477917,0.0142131250852705,30,45,30,-0.695814106006502,0.332740946893622
"110","Elina Svitolina",-0.455189470662577,-0.48487264621029,0.0296831755477131,544,-1.18854548534103,-1.1725183640756,-0.0160271212654252,270,544,270,-0.698440237202112,0.332158137996942
"111","Ana Bogdan",-0.458174503605953,-0.449818199588289,-0.00835630401766445,22,-0.916854277296244,-0.923577407093429,0.00672312979718506,25,22,25,-0.702153106632703,0.331335029364215
"112","Kristie Ahn",-0.710430526093896,-0.6748774209382,-0.0355531051556962,28,NA,NA,NA,NA,28,0,-0.710430526093896,0.329503716642312
"113","Elise Mertens",-0.605137332515377,-0.539188392152577,-0.0659489403628004,309,-0.904506739561001,-0.901340361694568,-0.00316637786643302,168,309,168,-0.710575614242138,0.329471662963082
"114","Dominika Cibulkova",-0.625223157460477,-0.769295563627409,0.144072406166932,86,-0.872180989820285,-0.886639853690496,0.0144588638702112,48,86,48,-0.713685664574438,0.328784955125561
"115","Taylor Townsend",-0.457676411401107,-0.481997736328462,0.0243213249273553,58,-1.19757439460185,-1.16482625952914,-0.0327481350727141,31,58,31,-0.715393686448557,0.328408129910716
"116","Marta Kostyuk",-0.579160695638672,-0.557265518562942,-0.0218951770757296,79,-0.991489167329969,-1.00279236385415,0.0113031965241857,39,79,39,-0.715438749841728,0.328398190975456
"117","Heather Watson",-0.484771097398875,-0.463695826951137,-0.0210752704477386,195,-1.20921070144655,-1.16180023970793,-0.0474104617386153,96,195,96,-0.723761482239344,0.326565217308263
"118","Sofia Kenin",-0.677339457142023,-0.692426458495908,0.0150870013538849,205,-0.917816317343287,-0.924662959786072,0.00684664244278474,60,205,60,-0.731787048130989,0.324802694575851
"119","Aliaksandra Sasnovich",-0.656578988293733,-0.652152195239285,-0.00442679305444765,197,-0.891450075217874,-0.886548436364895,-0.00490163885297873,95,197,95,-0.73299252684782,0.324538381829863
"120","Marie Bouzkova",-0.63191784282725,-0.666891496568714,0.0349736537414636,253,-1.01967652711479,-1.0207855294262,0.00110900231140286,90,253,90,-0.733662104010571,0.324391618911549
"121","Daria Gavrilova",-0.675130013424688,-0.702261827427805,0.0271318140031169,75,-0.860188931457861,-0.860188186168094,-7.45289767009841e-07,37,75,37,-0.736265548846361,0.323821304586887
"122","Anastasia Potapova",-0.508678441837785,-0.444537183267968,-0.0641412585698174,32,-0.989608908771234,-0.98859514446848,-0.00101376430275387,30,32,30,-0.741386732289454,0.322700978050202
"123","Shuai Zhang",-0.638152221354933,-0.595797761832275,-0.0423544595226584,161,-1.03274200257624,-1.08568113595308,0.0529391333768351,58,161,58,-0.742655451084778,0.322423742853813
"124","Anastasija Sevastova",-0.549840834065642,-0.562597309353965,0.0127564752883232,129,-1.10824681154002,-1.1307168159047,0.0224700043646746,69,129,69,-0.744436856518836,0.322034688310127
"125","Lin Zhu",-0.53784948558551,-0.485499117396076,-0.0523503681894345,55,-1.04357552417922,-1.07564649026857,0.0320709660893541,38,55,38,-0.744490232537778,0.322023034922797
"126","Jessica Pegula",-0.614978864449966,-0.563523028384611,-0.0514558360653549,240,-0.959804103386342,-1.00334764189513,0.0435435385087848,146,240,146,-0.745404991094295,0.321823353516087
"127","Laura Siegemund",-0.622824433386845,-0.66598605081698,0.0431616174301346,61,-1.08856020572309,-1.09214395901581,0.00358375329272563,22,61,22,-0.746272469427777,0.321634052966668
"128","Evgeniya Rodina",-0.565235639169795,-0.574010204787636,0.00877456561784049,73,-1.14029399859852,-1.16213494312844,0.0218409445299228,38,73,38,-0.762102464920168,0.318189972469582
"129","Alize Cornet",-0.610407592871292,-0.591197694526767,-0.0192098983445251,154,-1.01908596742249,-1.0368711582092,0.0177851907867187,97,154,97,-0.768343060327331,0.316837644532201
"130","Simona Halep",-0.614623637215456,-0.621953920497972,0.00733028328251633,389,-1.07220379509067,-1.07605927204951,0.00385547695883767,202,389,202,-0.771021593037442,0.316258156618168
"131","Yafan Wang",-0.65224060718606,-0.657480091709152,0.00523948452309179,37,-1.01131951119654,-1.02590215503339,0.0145826438368528,23,37,23,-0.789887520390076,0.312192821480771
"132","Daria Kasatkina",-0.686265501641569,-0.748088722260229,0.0618232206186601,302,-1.03892084935137,-1.01396369654941,-0.0249571528019538,127,302,127,-0.79066463721067,0.312025976738844
"133","Martina Trevisan",-0.617791577664279,-0.622392449602902,0.00460087193862354,42,-1.14751270279963,-1.20176710406983,0.0542544012702016,21,42,21,-0.794365286042728,0.311232127248664
"134","Emma Navarro",-0.669324621975067,-0.62745144184347,-0.0418731801315972,117,-1.0898367332795,-1.05396217039551,-0.0358745628839884,54,117,54,-0.802117920281731,0.309572657566059
"135","Angelique Kerber",-0.699242801459222,-0.801242717176251,0.101999915717028,532,-1.05724663444815,-1.11118658290488,0.0539399484567304,268,532,268,-0.819174085510513,0.305939006733785
"136","Yulia Putintseva",-0.75254000762721,-0.785610675160936,0.0330706675337263,184,-1.00642718210831,-0.995923270309288,-0.010503911799017,76,184,76,-0.826753181706299,0.304332030184375
"137","Timea Bacsinszky",-0.833146259894045,-0.742661530696266,-0.0904847291977798,22,NA,NA,NA,NA,22,0,-0.833146259894045,0.302980221347243
"138","Harriet Dart",-0.661411293371073,-0.706615561203836,0.0452042678327629,212,-1.1071965719463,-1.1069121020905,-0.00028446985579652,133,212,133,-0.833264748589928,0.302955199108639
"139","Lauren Davis",-0.716988184821867,-0.678935422875061,-0.038052761946806,117,-1.04111160080617,-1.06860798579113,0.0274963849849633,67,117,67,-0.835011385207456,0.302586483002259
"140","Viktorija Golubic",-0.73440019618947,-0.881851817653395,0.147451621463925,172,-1.08284710101963,-1.05960923425703,-0.0232378667625947,75,172,75,-0.840203912231015,0.301491839462876
"141","Madison Brengle",-0.844272633445785,-0.921850311408552,0.0775776779627666,67,NA,NA,NA,NA,67,0,-0.844272633445785,0.30063568178922
"142","Carla Suarez Navarro",-0.784278254338899,-0.749773825528704,-0.0345044288101945,109,-0.998043777363123,-0.973948359411198,-0.0240954179519251,56,109,56,-0.856828977304696,0.298002288654423
"143","Viktoriya Tomova",-0.755026605411305,-0.701682316496198,-0.0533442889151073,73,-1.07041831538618,-1.08655096188743,0.0161326465012431,35,73,35,-0.857236881792053,0.297916963321763
"144","Mihaela Buzarnescu",-0.860140774531664,-0.854518241832225,-0.00562253269943973,55,NA,NA,NA,NA,55,0,-0.860140774531664,0.297309934660249
"145","Anhelina Kalinina",-0.761785314301014,-0.742844122550408,-0.018941191750606,54,-1.13341909075245,-1.12321014936268,-0.010208941389766,30,54,30,-0.894511663033669,0.290179656771802
"146","Lesia Tsurenko",-0.840581934115725,-0.788432924074323,-0.0521490100414019,117,-1.03466811376585,-1.10469896255349,0.0700308487876413,65,117,65,-0.909898426847913,0.287020622706038
"147","Sara Sorribes Tormo",-0.776902648022869,-0.721266866346252,-0.0556357816766175,119,-1.23303656335082,-1.18444360387776,-0.0485929594730634,63,119,63,-0.934795157174852,0.281952894512595
"148","Saisai Zheng",-0.898965475151973,-0.774358081777308,-0.124607393374666,65,-1.0558088936453,-1.06008674952033,0.00427785587502863,25,65,25,-0.94253309140012,0.280388954018516
"149","Diana Shnaider",-0.808279925050082,-0.758813628645022,-0.0494662964050592,36,-1.32190670414075,-1.31861927021075,-0.00328743392999486,21,36,21,-0.997510843662432,0.269431100591392
